,English Paragraph,Chinese Paragraph
3740,"The Net Asset Value per Share of each class of Shares, 
expressed in the Currency of the Portfolio and any other 
Offered Currency, will be determined by the Management 
Company as of 4:00 p.m. U.S. Eastern time on each 
Business Day.  To the extent feasible, investment income, 
interest payable, fees and other liabilities (including 
management fees) will be accrued daily. ","Steven  M.  Eisenberg，AllianceBernstein  L.P.  高級副總裁兼營
運總監，地址為 1345 Avenue  of  the Americas,  New York,  New 
York 10105, U.S.A.； "
3741,"In all cases, the Net Asset Value per Share of each class of 
Shares is determined by dividing the value of the total assets 
of each portfolio properly allocable to such class of Shares 
less the liabilities of such portfolio properly allocable to such 
class of Shares by the total number of Shares of such class 
outstanding on each Business Day.  The Net Asset Value per 
Share of each class of Shares of a portfolio may differ as a 
result of the different fees assessed on each class of Shares 
of such portfolio. ","Steven  M.  Eisenberg，AllianceBernstein  L.P.  高級副總裁兼營
運總監，地址為 1345 Avenue  of  the Americas,  New York,  New 
York 10105, U.S.A.； "
3742,"With respect to securities for which market quotations are 
readily available, the market value of a security held by a 
portfolio will be determined as follows: ","AllianceBernstein (Singapore) Ltd.的主要辦事處位於One Raffles Quay, #27-11 South Tower, Singapore 
048583，於1997年5月17日在新加坡成立，受新加坡金融管理局（Monetary Authority  of  Singapore）監
管並根據《 證券及 期貨法 》（Securities  and  Futures  Act）獲發資本 市場服務 牌照（Capital  Markets 
Service Licence），以從事資本市場產品買賣及基金管理受監管活動。  "
3743,(a)  securities listed on an exchange are valued at the last ,"Steven  M.  Eisenberg，AllianceBernstein  L.P.  高級副總裁兼營
運總監，地址為 1345 Avenue  of  the Americas,  New York,  New 
York 10105, U.S.A.； "
3744,"sale price reflected on the consolidated tape at the close 
of the exchange on the Business Day as of which such 
value is being determined. If there has been no sale on 
such day, the securities are valued at the mean of the 
closing bid and asked prices on such day. If no bid or 
asked prices are quoted on such day, then the security is 
valued in good faith at fair value by, or in accordance 
with procedures established by, the Management 
Company; ","Steven  M.  Eisenberg，AllianceBernstein  L.P.  高級副總裁兼營
運總監，地址為 1345 Avenue  of  the Americas,  New York,  New 
York 10105, U.S.A.； "
3745,"(b)  securities traded on more than one exchange are valued 
in accordance with paragraph (a) above by reference to 
the principal exchange on which the securities are 
traded; ","Steven  M.  Eisenberg，AllianceBernstein  L.P.  高級副總裁兼營
運總監，地址為 1345 Avenue  of  the Americas,  New York,  New 
York 10105, U.S.A.； "
3746,"(c)  securities traded in the over-the-counter market, ","(c)  在非歐盟成員國的證券交易所獲准正式上市或在非歐盟成
員國的另一個市場交易﹙該市場受到監管，定期營運，被認
可及對公眾開放﹚的可轉讓證券及貨幣市場工具，前提為
可轉讓證券集體投資企業的章程文件須已規定有關證券交
易所或市場的選擇； "
3747,"including securities listed on an exchange whose primary 
market is believed to be over-the-counter (but excluding 
securities traded on The Nasdaq Stock Market, Inc. 
(""NASDAQ"")) are valued at the mean of the current bid 
and asked prices; ","Steven  M.  Eisenberg，AllianceBernstein  L.P.  高級副總裁兼營
運總監，地址為 1345 Avenue  of  the Americas,  New York,  New 
York 10105, U.S.A.； "
3748,(d)  securities traded on NASDAQ are valued in accordance ,(d)  本傘子基金管理規例；  
3749,with the NASDAQ Official Closing Price; ,"Steven  M.  Eisenberg，AllianceBernstein  L.P.  高級副總裁兼營
運總監，地址為 1345 Avenue  of  the Americas,  New York,  New 
York 10105, U.S.A.； "
3750,(e)  listed put or call options purchased by a portfolio are ,"(e)  倘貨幣市場工具的發行或其發行人本身因保護投資者及儲
蓄而受到監管，則為除在受監管市場交易及符合《二零一
零年法律》第一條所指的貨幣市場工具外的該等工具，前
提為該等工具是： "
3751,"valued at the last sale price. If there has been no sale on 
that day, such securities will be valued at the closing bid 
prices on that day; ","Steven  M.  Eisenberg，AllianceBernstein  L.P.  高級副總裁兼營
運總監，地址為 1345 Avenue  of  the Americas,  New York,  New 
York 10105, U.S.A.； "
3752,"(f)  open futures contracts and options thereon will be valued 
using the closing settlement price or, in the absence of 
such a price, the most recent quoted bid price. If there 
are no quotations available for the day of valuations, the 
last available closing settlement price will be used; ","AllianceBernstein (Singapore) Ltd.的主要辦事處位於One Raffles Quay, #27-11 South Tower, Singapore 
048583，於1997年5月17日在新加坡成立，受新加坡金融管理局（Monetary Authority  of  Singapore）監
管並根據《 證券及 期貨法 》（Securities  and  Futures  Act）獲發資本 市場服務 牌照（Capital  Markets 
Service Licence），以從事資本市場產品買賣及基金管理受監管活動。  "
3753,"(g)  U.S. Government securities and other debt instruments 
having 60 days or less remaining until maturity are 
generally valued at market by an independent pricing 
vendor, if a market price is available. If a market price is 
not available, the securities are valued at amortized cost. 
This methodology pertains to short term securities that 
have an original maturity of 60 days or less, as well as ","Steven  M.  Eisenberg，AllianceBernstein  L.P.  高級副總裁兼營
運總監，地址為 1345 Avenue  of  the Americas,  New York,  New 
York 10105, U.S.A.； "
3754,II-11 ,II-11 
3755,AB FCP I ,"AB  FCP  I 乃根據盧森堡大公國法例組建及根據《二零一零年法
律》第 I 部分登記的互惠投資基金，作為其證券的非法團合資經
營 。本 傘 子 基 金 已 於 盧 森 堡 商 業 公 司 註 冊 處( Registre  de 
Commerce et des Sociétés of Luxembourg)登記，登記號碼為 K 
217。根據 UCITS 指令第 1(2)條的定義，本傘子基金取得 UCITS
的資格。管理公司根據本傘子基金的管理條例（不時修訂）並為
股東的利益而管理本傘子基金。請見「附加資料－管理條例」。
本傘子基金的資產（包括各基金的資產）與管理公司的資產分開。
本文所述由本傘子基金或基金實施的一切行動，均由管理公司或
其代理人代表本傘子基金或有關基金實施。 "
3756,"short term securities that had an original term to maturity 
that exceeded 60 days. In instances where amortized 
cost is utilized, the Management Company must 
reasonably conclude that the utilization of amortized cost 
is approximatively the same as the fair value of the 
security. Such factors the Management Company will 
consider include, but are not limited to, an impairment of 
the creditworthiness of the issuer or material changes in 
interest rate ","Steven  M.  Eisenberg，AllianceBernstein  L.P.  高級副總裁兼營
運總監，地址為 1345 Avenue  of  the Americas,  New York,  New 
York 10105, U.S.A.； "
3757, (h)  fixed income securities are valued at the most recent bid ,"Steven  M.  Eisenberg，AllianceBernstein  L.P.  高級副總裁兼營
運總監，地址為 1345 Avenue  of  the Americas,  New York,  New 
York 10105, U.S.A.； "
3758,price provided by the principal market makers; ,"Steven  M.  Eisenberg，AllianceBernstein  L.P.  高級副總裁兼營
運總監，地址為 1345 Avenue  of  the Americas,  New York,  New 
York 10105, U.S.A.； "
3759, (i)  mortgage-backed and asset-backed securities may be ,"(i)  按揭抵押及資產抵押證券可按反映該等證券的市值並由債
券定價服務所提供的價格或可反映該等證券的市值並由一
名或多名該等證券的主要經紀交易人所提供的價格，在相關
價格被視為可反映該等證券的公平市值時進行估值。倘取得
經紀交易人的報價，投資管理人可制定程序，並根據該程序
利用市場收益率或差價的變動對最近期獲取的證券所報買
盤價每日進行調整； "
